36,1,6,2025-06-08 12:08:27,32.8810719,117.2352922,25.98
37,1,13,2025-06-08 12:08:28,32.8808772,117.2338679,84.31
38,1,10,2025-06-08 12:09:46,32.8809710,117.2341685,48.95
39,1,16,2025-06-08 12:09:47,32.8813240,117.2337897,60.69
40,1,1,2025-06-08 12:09:49,32.8815580,117.2352365,14.65
41,1,15,2025-06-08 12:09:49,32.8808721,117.2352469,62.49
42,1,12,2025-06-08 12:09:50,32.8816356,117.2335030,68.91
43,1,9,2025-06-08 12:09:54,32.8816061,117.2334206,56.01
44,1,8,2025-06-08 12:09:55,32.8802610,117.2349256,59.85
45,1,12,2025-06-08 12:09:55,32.8810418,117.2353947,88.28
46,1,6,2025-06-08 12:09:57,32.8818765,117.2344386,83.74
47,1,10,2025-06-08 12:09:57,32.8813578,117.2339012,1.30
48,1,19,2025-06-08 12:09:57,32.8813278,117.2349009,43.80
